asset,diff_native_20250325,diff_native_20250326,diff_native_20250327,diff_native_20250328,diff_native_20250329,diff_native_20250330,diff_native_20250331,diff_native_20250401,diff_native_20250402,diff_native_20250403,20250402,diff_native_20250404,diff_native_20250405,diff_native_20250406,diff_native_20250301,diff_native_20250407,diff_native_20250408,diff_native_20250409,diff_native_20250410,diff_native_20250411,diff_native_20250412,diff_native_20250414,diff_native_20250413,diff_native_20250131,diff_native_20250415,diff_native_20250416,diff_native_20250422,diff_native_20250423,diff_native_20250424,diff_native_20250427,diff_native_20250426,diff_native_20250425,diff_native_20250428,diff_native_20250429,diff_native_20250430,diff_native_20250501,diff_native_20250505,diff_native_20250506,diff_native_20250507,diff_native_20250508,diff_native_20250509,diff_native_20250510,diff_native_20250511,diff_native_20250512,diff_native_20250513,diff_native_20250514,diff_native_20250515,diff_native_20250518,diff_native_20250519,diff_native_20250520,diff_native_20250521,diff_native_20250522,diff_native_20250525,diff_native_20250523,diff_native_20250524,diff_native_20250526,diff_native_20250527,diff_native_20250531,diff_native_20250530,diff_native_20250610,diff_native_20250611,diff_native_20250612,diff_native_20250613,diff_native_20250615,diff_native_20250614,diff_native_20250616,diff_native_20250617,diff_native_20250618,diff_native_20250529,diff_native_20250528,diff_native_20250619,diff_native_20250620
RSR,3249.6483061164618,3774.657236933708,4415.919862791896,4972.237049207091,8672.122888088226,8898.114037543535,9387.464834406972,10737.07648460567,10995.471851706505,6635.5694897174835,10995.471851706505,7039.776660174131,7450.346357733011,10881.948418736458,-125405.82005307078,7880.551187634468,8019.30109256506,8157.49883453548,8308.415735930204,8433.80827562511,8558.69058817625,8804.013957828283,8681.444174095988,-128881.0858951062,8921.110713794827,9016.245376080276,9616.031809821725,15399.490155428648,1953596.2194574475,2506093.6266678274,1952108.029361099,1954833.5039312243,2506183.328155726,2506259.0067944676,2506330.35589464,2506401.751229301,2506692.4020923227,2509736.656215906,2513916.0225897133,2508236.01501213,2514059.0356232077,2514140.0177911073,2514214.5214639455,2515978.9258047193,2514355.1776359975,2377962.9262077063,2378029.933595896,2382100.6471298486,2382170.4304169565,2378366.1641647965,2378433.386324182,2378500.6509018093,2382681.9862244725,2378564.9684612453,2383939.1619157046,2378745.6380515695,2384033.7575522214,2374055.3530247808,2378987.6113321483,2381289.420645699,2381350.101774022,2386738.301352203,2381476.5567882806,2381602.653361976,2388913.6075533777,2381629.5785239786,2331895.4305239767,2384632.507455349,2377494.6143112034,2378864.76180318,2438183.0853553563,2381629.461255342
RSS3,,,-188.19187453907216,-293.55870956514264,-299.9269566135772,-299.9103208715387,-323.13114343247435,-326.38761817873456,-327.80556196124235,-329.2811742971826,-327.80556196124235,-329.27632077998715,-329.26388426093035,-329.2638842565502,,-329.26345457250136,-367.18676432249777,-374.1538002965535,-374.1538002965535,-451.111041530472,-690.1481611203053,-829.440351703146,-4449.3402659214335,,-842.3823232618743,-863.7901486922055,-1345.1146238931103,-17676.925729573297,-17703.320817854197,-17724.859468414215,-17712.554924002325,-17711.24767859344,-17727.695996265626,-17731.590518566256,-17739.983441220917,16710.465687533753,16696.674229560595,16696.680245180643,16696.68024518501,16695.78738391315,16695.82020618033,16695.82943469126,16693.888485242496,16671.381819328933,16650.539214644552,16649.74418573815,16648.862604288443,16484.973993346444,16480.539937703143,16448.745538213407,16446.66911774967,16426.16748505592,16281.708606846922,16413.04617380473,16287.472097159422,16280.23331630067,16280.252974506846,16237.102088899672,16263.508150067006,-2925.708458750043,-61376.39433408005,-61392.68067640002,-61424.739187940024,-62096.77039612003,-61428.19270461,-61406.10727785999,-61533.21425875003,-61452.90099707001,16267.245143152337,16274.220741612487,-61383.995595390035,-61383.995595390035
RUNE,-1061.9277390401112,-1062.2694061869988,-1079.4675951555837,-1078.2227543416666,-1078.3380100507056,-1076.8852277147816,-1076.919311669888,-1074.2158030071296,-1093.054352989886,-1093.121078782715,-1093.054352989886,-1093.222294714069,-1083.47225528094,-1093.4802534746705,-462.378920731484,-1093.9071483341977,-1093.6204476471758,-1111.2869013081072,-1111.6442479416728,-1086.0438510712702,-1109.8249934639316,-1109.6014546375957,-1109.7622165218927,-461.80450444848975,-1118.8128120449835,-1124.5771812818712,-1126.9349859188078,-1164.2160568173276,-1146.9646293612896,877.0313624787377,877.1241411616793,857.8826593121048,-1136.9063021710608,-1136.7739020402078,-1149.3458728154656,-1157.2854866114212,-1157.9262717820238,-1158.162804263411,-1168.5612141021993,-1178.447626070236,-1184.9715941431932,-1177.7881099382648,-1177.7513403221965,-1160.1841658055782,-1175.0770071981242,-609.5110058397986,-603.2415063852677,-612.4487647574861,-602.6207510274835,-601.6639028964564,-622.0540923862718,-616.3588761560968,-617.0894354158663,-620.2312562297448,-611.1581161679933,-615.0864364965819,-616.190053218801,-649.2277571368031,-635.7426292335731,-650.9063666699803,-607.0052968500531,-667.9273347700364,-433.6243877700181,-665.8084784800303,-624.4288000600063,-690.8146544600022,-663.53082344,-683.8264869799605,-635.7481485279859,-635.5276372014196,-703.8712355700554,-718.8295755700674
RVN,-2388.193686279468,-2388.193686279468,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-513.8994862800464,-629.6514502791688,-2388.142540279776,-3474.199185279198,-6117.8895352799445,-6117.8895352799445,-6117.8895352799445,-334.65211827959865,-1404.3946072794497,-334.65211827959865,-2387.9629482198507,-1404.3946072794497,-1404.3946072794497,-1404.3946072794497,-4731.25310628023,-4731.25310628023,-4244.67430627998,-4244.67430627998,-4244.67430627998,-2388.3324462799355,-2388.3324462799355,-4764.858268279582,-4764.858268279582,-4764.858268279582,-4764.858268279582,-2388.393745279871,-2388.393745279871,-2388.393745279871,-2388.408483279869,740.318496719934,740.318496719934,740.318496719934,-16.313066409900784,-16.313066409900784,-2388.4130664095283,-2388.4130664095283,-2388.4130664095283,-4590.3616934092715,-4590.3616934092715,-540.2556059397757,-2388.515610408969,-2388.515610408969,-540.2556059397757,-540.2556059397757,-4695.197649938986,-4695.197649938986,-872.2832477493212,52023.81845141016,-160.5646725902334,-160.46593759115785,-160.68055859021842,-160.68055859021842,-160.54027459025383,803.9339284095913,-1848.1882187305016,-4695.197649938986,-4695.197649938986,-5684.154874729924,-160.21311472915113
S,-48980.77625880111,-48973.817634874955,-48973.485708336346,-48973.29154377431,-48970.10824725405,-48966.32598676812,-48966.560466412455,-48966.81628982909,-48966.762521398254,-48967.75295426138,-48966.762521398254,-48873.93362452928,-48967.570921959355,-48967.797143934295,-1058658.0,-48968.64318958949,-48968.562480279244,-48968.595716408454,-48968.25108728651,-48913.488344016485,-48963.54836783465,-48959.22770698555,-48932.343966937624,60836.18458921183,-48959.0980930822,-48959.16747681983,-48958.88832061272,-48959.03356122505,-48959.349158348516,-48959.18344885763,-48949.12053799722,-48958.989242029376,-48959.12758465205,-48959.00252867024,-48954.53727988247,-49574.44059198443,-49495.44453833345,-20403.635329457,-49569.71471665986,-49492.31401277613,-49568.78285890259,-49568.61120948009,-49568.5538975317,-48907.733663936146,-48907.48383756261,-48907.710931116715,-48903.84204973187,-48899.45328515675,-48814.62818107009,-48894.7161404565,-48894.784981519915,-48819.697415849194,-48891.67144083418,-48890.47452474572,-48890.88630490005,-48933.71163374558,-48855.2418996878,-48267.41644879151,-48243.70249466505,-47734.242246936075,-47901.45960824564,-48088.8499811748,-48094.631943215616,-48076.63368041534,-47873.31995650567,-47939.13803108968,-48019.66126724519,-48062.75098590925,-48879.74610579945,-48881.63038681168,-47789.51611202862,-47915.69728207867
SAFE,-158.09222742000202,-157.95223041999998,-159.79807062996042,-269.6646308013442,-262.8599116764526,-265.4757320876961,-334.37303808756405,-273.5242183365117,-273.7485794366803,-273.7434088443988,-273.7485794366803,-273.9401448467397,-274.0037220472659,-274.73272196522885,-136.9743444901942,-279.3176249630851,-279.3176249651151,-279.6427298215567,-279.70819473903975,-279.7047254991994,-279.7047255017169,-280.3436629902353,-279.696687169926,-89.62066050000067,-280.99589080281294,-280.99589080250007,-281.2556982418755,-281.2531347634431,-281.2531347634431,-281.47186763109494,-281.47186763109494,-281.25313476000156,-281.4635650176933,-301.705758174925,-303.50250488865277,-304.3418888662127,-304.5320200505448,-306.0264714982404,-306.4585377287076,-287.1553655405296,-340.0627040991385,-340.0985137694952,-340.17041961758514,-340.15971649216954,-306.38738441492023,-306.3701785993835,-340.6035191912524,-341.72829166751035,-342.0720731836773,-342.1384994873879,-342.13849948371353,-342.3145981128109,-344.4842201595093,-342.50823316164315,-342.50823315882735,-344.62553582357214,-344.6255358240669,-374.4337092290225,-361.2745533922498,-377.2124532700036,-377.2124532700036,-349.85350201000256,-382.78319285999896,-428.0860607700015,-428.0860607700015,-425.44975238999905,-470.4028555299956,-402.7462162600059,-344.9878507296671,-344.7339839352353,-381.24882146000164,-381.2488214600016
SAGA,36.481391609999264,36.481391609999264,64.45169161000013,64.3813916099989,64.32719160999841,-22.26540839000154,-22.26540839000154,-22.26540839000154,-78.31640839000102,-78.31640839000102,-78.31640839000102,-78.31640839000102,-78.31640839000102,-78.31640839000102,34.41262760999962,-48.316408390001016,-48.316408390001016,-48.316408390001016,-48.316408390001016,-48.316408390001016,94.14359160999813,-31.19580839000082,-31.19580839000082,64.758605609999,-31.19580839000082,-31.19580839000082,64.30419160999918,-39.01120839000214,64.27419160999852,64.26659160999952,64.26659160999952,131.8741916099989,64.26659160999952,64.26659160999952,64.26659160999952,64.26659160999952,64.26659160999952,64.26659160999952,64.26659160999952,64.26659160999952,-17.23060839000027,-17.23060839000027,64.23209160999977,64.18589161000091,64.35609160999957,64.35609160999957,141.54409160999967,59.564491610000914,64.18269160999989,64.18269160999989,64.18269160999989,64.18269160999989,64.09199161000288,-2.189808389997779,64.09199161000288,64.09199161000288,153.09556161000364,64.0398616099992,24.1985616100028,64.05986161000328,64.05986161000328,64.05986161000328,64.05986161000328,64.05986161000328,64.05986161000328,64.05986161000328,64.05986161000328,64.05986161000328,24.1985616100028,64.06486161000066,71.7547176099979,71.75471761000517
SALT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND,2369.177641177317,2408.64874742995,2408.736922600772,2409.8205542368814,2409.213132365141,2409.213132360019,2409.4785845084116,2412.6829506854992,2408.971280765021,2409.319654181367,2408.971280765021,2409.3196541832294,2410.31965417997,2411.219910617918,2465.295355524868,2410.5210457742214,2410.7975210261066,2410.1428884617053,2238.8870579928625,2238.6150242995936,2237.780902594328,2410.826592558995,2466.780902595725,1379.607435704209,2411.0819026175886,2410.7219172669575,2496.080991646508,2412.0689628398977,2412.0821360843256,2410.772498238832,2419.8437982380856,2411.5199294416234,2410.746619333746,2410.3137142066844,2508.980631852988,3744.5891489887144,3677.43023382104,3677.936437682016,3845.851437678328,3679.1103091477416,3810.647459147964,3681.32707814523,3682.237629653653,3681.180440295488,3681.621178429108,3799.499833942158,3802.247208546847,2452.9869367403444,2461.7785367392935,2467.4629264995456,2467.4629264995456,2432.515131035121,2436.9205561834387,2435.2245501023717,2437.313134305645,2436.939667102881,2437.004364993656,2436.26862749923,2436.5018274979666,5166.752360940212,5030.177069589961,5020.71272739023,5033.534226590069,5106.916007900145,5107.021207610145,6356.464559840038,6279.820705279941,6276.437371270033,2436.2336650486104,2550.716389995534,6345.092788409907,6388.763388409978
SANTOS,6.7912392700000055,6.7912392700000055,6.7912392700000055,8.889195270000073,8.889195270000073,8.889195270000073,8.889195270000073,8.889195270000073,8.889195270000073,8.889195270000073,8.889195270000073,8.889195270000073,8.889195270000073,8.889195270000073,0.3612392699997144,10.201580290000038,10.201580290000038,10.201580290000038,10.201580290000038,10.201580290000038,10.201580290000038,10.201580290000038,10.201580290000038,0.3748189100001582,10.201580290000038,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,10.205700230000277,0.3745232900000701,0.3745232900000701,0.3745232900000701,0.5320152399999643,0.5320152399999643,0.5320152399999643,9.158300030000191,9.158300030000191,9.158300030000191,9.158300030000191,9.158300030000191,9.158300030000191,9.158300030000191,9.158300030000191,14.575794029999996,14.575794029999996,14.575794029999996,14.575794029999996,14.575794029999996,14.575794029999996,14.575794029999996,14.575794029999996,16.049636230000033,16.021702670000195,16.02170266999974,18.74631298000031,16.02170266999974,16.02170266999974,16.02170266999974,16.02170266999974,16.101755409999896,14.575794029999996,14.575794029999996,16.101755409999896,16.101755409999896
SC,640133.5411386266,657232.1229786277,657232.1229786277,657232.1229786277,657232.1229786277,657232.1229786277,657232.1229786277,657232.1229786277,657232.1229786277,648751.9352564067,657232.1229786277,648751.9352564067,648751.9173564017,648751.9352564067,543108.0273995996,648752.4776313007,657562.4776313007,645842.9320313036,645842.9320313036,645842.9320313036,645842.9320313036,645842.9320313036,645842.9320313036,444520.6732584387,645842.9320313036,645842.9320313036,648527.8006783053,648751.6724783033,648751.6724783033,648750.7783783078,648751.5972783044,648751.5972783044,648750.7783783078,648750.7783783078,635649.472578302,635649.472578302,648750.9036783054,661238.4036783054,661238.4036783054,648750.5936783031,648750.5936783031,648751.4936783016,648751.4936783016,653362.9238373935,648751.9548373967,648751.5663373917,648746.5663373917,648747.6032064408,648747.6032064408,648747.5187064409,648747.5187064409,648747.5187064409,648747.0718064308,648747.0718064308,648747.0718064308,648747.0718064308,648747.0718064308,648746.7522064298,648746.7522064298,648748.0798984468,648748.0798984319,648748.0798984319,648748.0798984319,648748.0798984319,648748.0798984319,648748.3698984385,648836.9430984408,646294.1017744988,648746.7522064298,648747.0718064308,660001.3886584938,660001.3886584938
SCR,3149.6075814325086,3149.702851205395,3149.652411756884,3149.6524117606314,3149.5574166428196,3149.4158303363,3149.398261370283,3149.4552498954,3149.3464638846563,3149.346463889269,3149.3464638846563,3149.3464638900114,3149.285810203488,3149.2527566146164,3227.016418600164,3149.2527566111385,3149.2527566100034,3149.2527566100034,3149.2527566100034,3149.2527566100034,3149.2527566100034,3149.2527566100034,3149.2527566100034,3150.5894251607315,3149.3022072936,3159.2422072936024,3104.2521804392236,3104.2521804400094,3104.2126296587594,3149.3735873053593,3149.3231325896995,3104.2666335650138,3149.373587301925,3149.3735873000114,3149.1993075148566,3149.404376484578,3149.2503786816524,67313.24312159992,67313.2174868343,67312.9749312161,67313.07880694415,67313.141624329,67313.19850604387,67313.12862689348,67313.14369036618,67313.1802260111,67312.9742750868,67313.0028822561,67313.00288226001,67312.83689104907,67312.86705462329,67312.86522356953,67312.7139143659,67312.86522356531,67312.7139143659,67312.71391437,67312.54593646474,67312.63549029,67312.63549029303,67367.50777471001,67367.50777471001,67266.22354208001,67367.44637554,67367.36196557002,67384.08159567001,67346.33039321002,3203.493098010007,3194.0960184100077,67312.63549029303,67312.54593646474,3194.6907200000096,3194.6907200000096
SCRT,1284.6104477331974,1284.145876922645,1228.6768872272223,1283.6298895466607,1077.0076686029788,1076.4093470685184,1285.0846273999196,1326.440848207567,1229.0314689106308,1434.0215614016631,1229.0314689106308,1188.7331744353287,1188.6468218979426,1281.7398745375683,78.92792010726407,1057.3503332515247,1135.4877636695746,1953.2781775158364,1068.3056722469628,1294.8398697564844,1294.6292036273517,1323.8726771294605,1294.5461805805098,500211.6931351915,1323.8056667807978,1323.5185711241793,1290.733629296068,1349.2020850065164,1348.7773508457467,1467.4548147406897,1347.810967098223,1149.1340142532715,1369.0056815454736,1421.077138724504,1368.269405911211,1369.6563176477794,1409.6715444901492,1408.2420078583527,1349.4315308271907,1407.7235594165977,1408.1179366072174,1457.1208541193046,1389.8074791142717,1409.108610189287,1464.047942315694,1371.2115669297054,1463.0678962713573,1461.8211359230336,1461.0560907600448,1464.9920475697145,1464.9377751047723,1517.4695705140475,1514.257842713967,1516.814154529944,1515.5266606346704,1513.409282993991,1681.1593719739467,1542.4322306120305,1543.5445044904482,1752.3452954201491,1712.3168237302452,1527.3557874299586,1460.5068902797066,1398.9516135700978,1474.0244099800475,1459.6176021699794,1398.6097779106349,693.5528561701067,1465.221742134774,1546.5699419346638,1439.8647441202775,1399.05358351022
SDEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,
SEI,-3361.174863474909,-3482.900557721965,-3883.2714690496214,-3780.935725879855,-3966.7146632028744,-4307.666430775542,-4114.1223629112355,-4319.493283786345,-4582.780553365126,-4725.433194175363,-4582.780553365126,-4853.187713198364,-5048.452532896306,-5116.220710300375,-54018.94080676837,-5270.300366080366,-5363.4520860677585,-5363.595127176959,-5363.529672306962,-5363.57777230395,-5363.949025969952,-5514.672806196846,-5364.323815715965,-4891.521683645202,-5400.969738309737,-5435.485546705313,-5218.660117011052,-4865.854906472843,-4744.521458765492,-4866.936871223617,-4690.209995144978,-4866.6976576983,-4790.752415182535,-4966.036294654012,-5070.287978440523,-4913.66780011449,-5105.212497899309,-4942.027807007078,-4941.860481424723,-4743.460559270345,-4942.0685406234115,-5119.828745501116,-5102.8174675707705,-4942.831927754451,-5286.822981936857,-5287.004906590562,-4987.899482760578,-4988.132655312773,-4988.280812973622,-5337.385654522106,-5337.595967758913,-5337.59562083846,-5338.378971948288,-5527.403617599048,-5337.922311791219,-5338.535131028388,-5408.154759693891,-5359.029874164145,-5470.723678880371,-5625.224194289651,-5724.58765847981,-5724.392406450119,-5853.42961839959,-5788.146474659443,-5788.376763209701,-5701.03160822019,-6080.407172809821,-5811.7489673299715,-5358.490640593693,-5227.874177835416,-3581.1843507098965,-8849.844526960049
SFP,143.92471936999937,143.92471936999937,143.92471936999937,143.92471936999937,143.92471936999937,143.92471936999937,143.92471936999937,143.92471936999937,143.92471936999937,142.76471937000315,143.92471936999937,193.1846102000054,193.1846102000054,193.1846102000054,189.3182103700019,192.317936200001,192.317936200001,192.317936200001,192.317936200001,192.317936200001,192.317936200001,192.317936200001,192.317936200001,189.82166440999572,192.317936200001,192.317936200001,192.317936200001,192.317936200001,193.59337183999745,193.59337183999745,193.59337183999745,193.59337183999745,193.59337183999745,193.59337183999745,193.59337183999745,193.59337183999745,102.5388876500001,102.5388876500001,102.5388876500001,193.5388876500001,193.5388876500001,193.5388876500001,193.5388876500001,193.5388876500001,193.15388764999807,193.15388764999807,193.15388764999807,192.96391264999693,192.96391264999693,133.35041264999745,133.35041264999745,133.35041264999745,133.35041264999745,133.35041264999745,133.35041264999745,133.35041264999745,133.35041264999745,133.35041264999745,133.35041264999745,133.35041265000473,133.35041264999745,133.35041265000473,133.35041264999745,133.35041264999745,133.35041264999745,133.35041265000473,133.35041265000473,133.86259264999535,133.35041264999745,133.35041264999745,133.86259264999535,133.86259264999535
SGB,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501,8158.493418900501
SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02433858,-0.9667054200035636,-1.0535024199980398,-1.045279419999133,-1.0512714199994662,-1.0976054200000362,-1.0976114200002485,72.73497857999973,122.91414857999916,-0.9336184200001298,-0.8881354199984344,-1.0606244200025683,49.05915657999867,-183.8459034200023,-183.8459034200023,-183.8459034200023,-183.0,-81.93972034999388,31.33678716001305,94.79055209998114,0.3318647800078906,74.90375891000804,114.90528696000185,135.04778443997566,44.49791238001853,189.5251925000011,196.3011382699915,232.0107390500052,251.6758205199876,271.7375006799848,312.63478090999706,292.31071877999057,6998.828042809997,7006.499519780009,7006.499691200006,174.78222900999754,155.55412965999494,6799.47876903,6799.47876903
SHIB,3040630183.0251465,3157393632.2751465,3140182349.287842,3141292347.287842,3024688117.687866,3022582542.687866,3024760901.987793,3383663077.85791,3254410943.8728027,3254410944.0,3254410943.8728027,3010734762.1470947,3012116858.6470947,3008083230.1470947,2946904661.0,3006202905.1470947,3005023900.1470947,2992053576.949585,3042053566.449585,2992053563.949585,2990129973.449585,2991126970.949524,2992018435.949585,2081656016.428955,2992053549.949524,2978458694.831421,2976691706.6313477,2960810208.0375977,2962399912.079834,2963542301.329834,2962749145.079834,2956425368.079834,2963542300.129883,2962316448.129883,2946697958.8652954,3185057901.3652954,3181547213.8653564,3185057935.3653564,3169022868.8846436,3167918365.2596436,3171394168.0096436,3171740915.7597046,3171995480.069702,3176225351.069702,4482421677.610718,4464622162.307678,4464576002.057739,3981659339.107727,3981950661.5076294,3981024130.5076294,3965667412.572937,3966679121.322876,3965667412.9797974,3966578948.4798584,3969025808.2298584,3965831901.415039,3968603683.4123535,3946921604.142395,3949137156.642395,4021735550.4017944,3980802558.964355,4005889394.9763184,4351779823.050659,4215718241.5401,4264114854.061096,4242320392.3463745,4224423059.378113,4220502254.119812,3949091658.642273,3950943220.26239,4310888655.834595,4188882187.3531494
SIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-295.57506900000044,-4.590588999999454,-4.1653690000002825,-447.044081,-447.044081,-447.044081,-447.044081,-4.988648000000467,235.95591199999944,-4.47395300000062,-4.47395300000062,-212.15222200000065,-212.15222200000065,-212.15222200000065,-5.293695000000298,-5.152224999999817,-5.152224999999817,129.84777500000018,129.84777500000018,129.84777500000018,129.84777500000018,416.6401349999997,-247.60238600000048,-5.314512000000832,-4.9048039999997854,-5.314511999999013,-5.314511999999013,-5.314511999999013,104.57922700000016,104.57922700000016,104.57922700000016,104.57922700000016,104.57922700000016,736.6210970000011,-4.6023779999995895,-247.60237699999925,736.6210970000011,736.6210970000011
SKL,824.0107455388643,836.5505842585117,237.52833816502243,237.52833816036585,836.151767456904,836.472079959698,836.472079959698,836.472079959698,836.5835698349401,835.2830216786824,836.5835698349401,835.2830216838047,834.7300431644544,834.7300431644544,884.2036415198818,2174.557243159972,834.4244306599721,834.7620205353014,834.7620205353014,834.762020539958,834.762020539958,834.762020539958,834.762020539958,217.54208452021703,834.762020539958,834.762020539958,834.3837806959637,1400.8269330435432,1400.381376399193,835.2926694001071,835.2926694001071,835.2926693991758,-861.6605481780134,-861.6605481780134,834.7906118202955,834.7906118202955,834.7906118202955,-1115.4886881797574,-1115.4886881797574,437.59383135149255,-1114.5770670860074,836.4182942407206,836.7009567380883,837.0017379899509,837.0017379899509,2319.046537990216,837.384982990101,837.384982990101,837.384982990101,837.384982990101,837.384982990101,412.37375173997134,411.34006033372134,412.37375173997134,412.37375173997134,410.5270720547997,410.05783377727494,2290.4783477797173,2824.2042477796786,834.2637600703165,834.2637600703165,2838.6042284099385,777.7760992404073,660.8906996599399,660.8906996604055,713.0803088298999,1034.711817749776,1266.645443419926,2824.2042477796786,689.0808877786621,2842.7913851900958,2842.791385190096
SLF,662.0703891100129,662.0703891100129,662.0703891100129,580.3948891100008,580.3948891100008,580.3406891100458,580.3406891100458,580.3406891100458,580.3406891100458,450.9013891100185,580.3406891100458,450.9013891100185,450.9013891100185,450.9013891100185,580.7103231100191,580.2816891100374,580.2816891100374,580.2816891100374,580.2816891100374,580.2800891100196,734.6434891099925,734.6434891099925,734.6434891099925,580.6807487100305,588.3354891100316,588.3354891100316,588.4001891100197,588.4001891100197,588.4001891100197,588.3490891100373,588.3490891100373,588.4001891100197,588.3490891100373,588.3490891100373,588.3490891100373,588.3490891100373,588.5978891100094,-5734.292110890005,-5734.292110890005,-5734.292110890005,-5580.930592889985,-5734.330192889989,-5734.330192889989,-5734.4326928900555,-5734.4326928900555,-5734.4326928900555,-5734.4326928900555,-5734.4326928900555,-5734.4326928900555,-5734.4326928900555,-5734.4326928900555,-5734.4326928900555,-5930.983892889984,-5734.4326928900555,-5734.529492889997,-5734.281492890004,-5734.281492890004,-5734.277392889984,-5734.281492890004,-5734.355846889986,-5734.3558468900155,-5734.3558468900155,-5734.355846889986,-5734.3558468900155,-5734.355846889986,-5734.3558468900155,588.5341531099984,588.5342436000064,-5734.281492890004,-5734.281492890004,588.5342436000356,588.5342436000064
SLP,259535.5026800558,250780.03348005563,241213.9507800564,241213.9507800564,241213.9507800564,259534.74388005584,246720.74388005584,246720.74388005584,257073.74388005584,259534.74388005584,257073.74388005584,259534.74388005584,259534.74388005584,259534.74388005584,273467.5022800565,259534.49188005924,243650.73388005793,259533.4353800565,259532.84718006104,259532.84718006104,259532.84718006104,259532.21768005937,259532.84718006104,-118075.06541993468,259532.21768005937,260009.59374007583,267573.42764008045,260008.9502400756,272808.5911400765,281113.18134007603,260008.3285400793,260008.3285400793,281113.18134007603,260009.45534007996,260009.45534007996,260009.45534007996,269529.47053507715,286935.31739507616,260012.00769507885,260011.3587950766,260011.7611950785,245415.74249507487,273629.9783950746,265717.71969507635,238963.42789507657,282718.21509508044,282718.21509508044,273680.2215950787,247627.29819507897,248711.75469508025,266455.6613950804,266455.6613950804,260009.91929508,241953.41089507937,241953.41089507937,260009.91929508,285009.7791950777,260008.55433407423,252585.6851340756,267868.61533407867,267868.61533407867,267868.61533407867,260008.96593407544,260008.96593407544,260008.96593408287,260008.96593407544,251339.4007340744,253372.46755123883,260009.3634340763,260124.5917340815,260008.46755123883,260008.46755123883
